0,0.00077798,9.5,0.0080791
0,0.00077791,9.5254,0.0081105
0,0.00077784,9.5514,0.008142
0,0.00077777,9.5778,0.0081733
0,0.00077769,9.6044,0.0082043
0,0.00077762,9.6311,0.0082348
0,0.00077755,9.6575,0.0082646
0,0.00077748,9.6835,0.0082936
0,0.00077741,9.7089,0.0083215
0,0.00077734,9.7334,0.0083482
0,0.00077727,9.7569,0.0083735
0,0.00077721,9.7792,0.0083973
0,0.00077716,9.8,0.0084193
0,0.0007771,9.8199,0.0084398
0,0.00077705,9.8395,0.0084594
0,0.00077699,9.8587,0.0084782
0,0.00077694,9.8775,0.0084961
0,0.00077689,9.8958,0.0085134
0,0.00077684,9.9133,0.0085299
0,0.0007768,9.9302,0.008546
0,0.00077675,9.9462,0.0085615
0,0.00077671,9.9612,0.0085766
0,0.00077667,9.9753,0.0085914
0,0.00077664,9.9883,0.0086059
0,0.00077661,10,0.0086202
0,0.00077658,10.011,0.0086351
0,0.00077654,10.023,0.008651
0,0.00077651,10.034,0.0086675
0,0.00077648,10.046,0.0086842
0,0.00077645,10.057,0.0087005
0,0.00077642,10.067,0.008716
0,0.0007764,10.076,0.0087304
0,0.00077638,10.084,0.0087432
0,0.00077636,10.091,0.0087539
0,0.00077634,10.096,0.0087621
0,0.00077634,10.099,0.0087673
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077633,10.1,0.0087691
0,0.00077636,10.09,0.0087638
0,0.00077643,10.063,0.0087489
0,0.00077655,10.022,0.0087264
0,0.00077669,9.9704,0.0086983
0,0.00077685,9.9119,0.0086664
0,0.00077702,9.85,0.0086325
0,0.00077719,9.7881,0.0085987
0,0.00077735,9.7296,0.0085668
0,0.00077749,9.6781,0.0085386
0,0.0007776,9.637,0.0085162
0,0.00077768,9.6098,0.0085013
0,0.00077771,9.6,0.008496
0.0072885,0.0007777,9.602,0.008497
0.029029,0.00077769,9.6074,0.0085
0.065034,0.00077766,9.6156,0.0085044
0.11512,0.00077763,9.6259,0.00851
0.17909,0.0007776,9.6376,0.0085163
0.25676,0.00077757,9.65,0.008523
0.34794,0.00077753,9.6624,0.0085297
0.45245,0.0007775,9.6741,0.008536
0.5701,0.00077747,9.6844,0.0085415
0.7007,0.00077745,9.6926,0.008546
0.84406,0.00077744,9.698,0.0085489
1,0.00077743,9.7,0.00855
1.5085,0.00077744,9.698,0.0085493
2.6697,0.00077745,9.6926,0.0085473
4.4236,0.00077747,9.6844,0.0085443
6.7105,0.0007775,9.6741,0.0085403
9.4703,0.00077753,9.6624,0.0085356
12.643,0.00077757,9.65,0.0085302
16.169,0.0007776,9.6376,0.0085245
19.989,0.00077763,9.6259,0.0085186
24.041,0.00077766,9.6156,0.0085126
28.267,0.00077769,9.6074,0.0085067
32.607,0.0007777,9.602,0.0085011
37,0.00077771,9.6,0.008496
41.849,0.00077769,9.6057,0.0084909
47.548,0.00077765,9.6217,0.0084855
54.028,0.00077758,9.6464,0.0084798
61.22,0.00077749,9.6783,0.0084739
69.053,0.00077739,9.7157,0.008468
77.459,0.00077727,9.7571,0.0084621
86.366,0.00077715,9.8009,0.0084564
95.707,0.00077703,9.8455,0.0084508
105.41,0.00077691,9.8893,0.0084456
115.41,0.0007768,9.9307,0.0084408
125.63,0.00077669,9.9681,0.0084365
136,0.00077661,10,0.0084328
147.22,0.00077653,10.028,0.0084294
159.87,0.00077646,10.054,0.0084259
173.66,0.00077639,10.079,0.0084225
188.34,0.00077632,10.103,0.0084191
203.65,0.00077626,10.127,0.0084159
219.32,0.0007762,10.15,0.0084129
235.07,0.00077613,10.173,0.0084102
250.66,0.00077607,10.197,0.0084078
265.81,0.000776,10.221,0.0084058
280.26,0.00077593,10.246,0.0084043
293.75,0.00077586,10.272,0.0084034
306,0.00077578,10.3,0.0084031
317.64,0.00077571,10.328,0.0084054
329.38,0.00077563,10.357,0.0084117
341.08,0.00077555,10.386,0.0084213
352.62,0.00077547,10.415,0.0084332
363.85,0.00077539,10.445,0.0084469
374.65,0.0007753,10.476,0.0084613
